ids;naming_set;tablas;subset;datavaluespath;values;datavaluescolumn;datavaluessubset;ID RULE;CATALOG (TAXONOMY/STATIC) (3.5-6.1-6.10);Frequency of measurement;Subset;DEFINITION PERIOD;PUBLICATION DATE;STATUS DEVELOPMENT;STATUS IMPLANTATION;Parameters;datavaluespath_str
27dd494ae7;{'gf_cf_product_type'};t_kpan_mobility_partner_oppy;;['MASTERSCHEMA.CATALOG_TABLE_0'];;CATALOG_COLUMN_0;CATALOG_CODE_0;27dd494ae7;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;;2Q24;Jul_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_0
27dd494b9a;{'gf_vehicle_availability_type'};t_kpan_mobility_partner_oppy;;['MASTERSCHEMA.CATALOG_TABLE_1'];;CATALOG_COLUMN_1;CATALOG_CODE_1;27dd494b9a;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;;2Q24;Jul_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_1
27dd4568c1;{'gf_status_test_drive_type'};t_kpan_mobility_partner_oppy;;['MASTERSCHEMA.CATALOG_TABLE_2'];;CATALOG_COLUMN_2;CATALOG_CODE_2;27dd4568c1;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;;2Q24;Jul_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_2
27dd456934;{'gf_driving_test_satisfaction_type'};t_kpan_mobility_partner_oppy;;['MASTERSCHEMA.CATALOG_TABLE_3'];;CATALOG_COLUMN_3;CATALOG_CODE_3;27dd456934;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;;2Q24;Jul_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_3: Columna del catálogo local 
CATALOG_CODE_3: Filtrado del catálogo local
CATALOG_TABLE_3: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_3
GL_DOL_t_kpan_opportunity_3.5_001;{'gf_opportunity_stage_type'};t_kpan_opportunity;;['MASTERSCHEMA.CATALOG_TABLE_1'];;CATALOG_COLUMN_1;CATALOG_CODE_1;GL_DOL_t_kpan_opportunity_3.5_001;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;;2Q24;Jul_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_1
GL_DOL_t_kpan_opportunity_3.5_002;{'gf_opportunity_status_type'};t_kpan_opportunity;;['MASTERSCHEMA.CATALOG_TABLE_2'];;CATALOG_COLUMN_2;CATALOG_CODE_2;GL_DOL_t_kpan_opportunity_3.5_002;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;;2Q24;Jul_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_2
GL_DOL_t_kpan_opportunity_3.5_003;{'gf_opportunity_substage_type'};t_kpan_opportunity;;['MASTERSCHEMA.CATALOG_TABLE_3'];;CATALOG_COLUMN_3;CATALOG_CODE_3;GL_DOL_t_kpan_opportunity_3.5_003;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;;2Q24;Jul_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_3: Columna del catálogo local 
CATALOG_CODE_3: Filtrado del catálogo local
CATALOG_TABLE_3: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_3
280d14c3f6;{'gf_opportunity_type'};t_kpan_opportunity;;['MASTERSCHEMA.CATALOG_TABLE_4'];;CATALOG_COLUMN_4;CATALOG_CODE_4;280d14c3f6;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;;3Q24;Nov_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_4: Columna del catálogo local 
CATALOG_CODE_4: Filtrado del catálogo local
CATALOG_TABLE_4: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_4
285189036e;{'gf_opportunity_status_type'};t_kpan_oppy_status_trcblty;;['MASTERSCHEMA.CATALOG_TABLE_0'];;CATALOG_COLUMN_0;CATALOG_CODE_0;285189036e;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;;1Q25;Feb_2025;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_0
GL_DOL_t_kszg_queue_controller_3.5_000;{'gf_geco_ticket_req_reason_type'};t_kszg_queue_controller;;['MASTERSCHEMA.CATALOG_TABLE_0'];;CATALOG_COLUMN_0;CATALOG_CODE_0;GL_DOL_t_kszg_queue_controller_3.5_000;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;;2Q24;Jul_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_0
GL_DOL_t_kszg_trnslty_by_channel_3.5_000;{'gf_branch_id'};t_kszg_trnslty_by_channel;;['MASTERSCHEMA.CATALOG_TABLE_0'];;CATALOG_COLUMN_0;CATALOG_CODE_0;GL_DOL_t_kszg_trnslty_by_channel_3.5_000;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;;2Q24;Jul_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_0
GL_DOL_t_kwth_light_price_3.5_000;{'gf_province_id'};t_kwth_light_price;;['MASTERSCHEMA.CATALOG_TABLE_0'];;CATALOG_COLUMN_0;CATALOG_CODE_0;GL_DOL_t_kwth_light_price_3.5_000;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Monthly;;2Q24;Jul_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_0
GL_DOL_t_kwth_taxi_fares_calculation_3.5_000;{'gf_taxi_fare_type'};t_kwth_taxi_fares_calculation;;['MASTERSCHEMA.CATALOG_TABLE_0'];;CATALOG_COLUMN_0;CATALOG_CODE_0;GL_DOL_t_kwth_taxi_fares_calculation_3.5_000;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Annually;;2Q24;Jul_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_0
GL_DOL_t_nm7r_lead_3.5_000;{'gf_branch_id'};t_nm7r_lead;;['MASTERSCHEMA.CATALOG_TABLE_0'];;CATALOG_COLUMN_0;CATALOG_CODE_0;GL_DOL_t_nm7r_lead_3.5_000;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Monthly;;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_0
GL_DOL_t_nm7r_lead_3.5_001;{'gf_lead_discard_reason_type'};t_nm7r_lead;;['MASTERSCHEMA.CATALOG_TABLE_1'];;CATALOG_COLUMN_1;CATALOG_CODE_1;GL_DOL_t_nm7r_lead_3.5_001;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Monthly;;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_1
GL_DOL_t_nm7r_lead_3.5_002;{'gf_lead_priority_type'};t_nm7r_lead;;['MASTERSCHEMA.CATALOG_TABLE_2'];;CATALOG_COLUMN_2;CATALOG_CODE_2;GL_DOL_t_nm7r_lead_3.5_002;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Monthly;;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_2
GL_DOL_t_nm7r_lead_3.5_003;{'gf_lead_stage_type'};t_nm7r_lead;;['MASTERSCHEMA.CATALOG_TABLE_3'];;CATALOG_COLUMN_3;CATALOG_CODE_3;GL_DOL_t_nm7r_lead_3.5_003;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Monthly;;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_3: Columna del catálogo local 
CATALOG_CODE_3: Filtrado del catálogo local
CATALOG_TABLE_3: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_3
GL_DOL_t_nm7r_lead_3.5_004;{'gf_lead_status_type'};t_nm7r_lead;;['MASTERSCHEMA.CATALOG_TABLE_4'];;CATALOG_COLUMN_4;CATALOG_CODE_4;GL_DOL_t_nm7r_lead_3.5_004;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Monthly;;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_4: Columna del catálogo local 
CATALOG_CODE_4: Filtrado del catálogo local
CATALOG_TABLE_4: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_4
GL_DOL_t_nm7r_lead_3.5_005;{'gf_lead_subcategory_type'};t_nm7r_lead;;['MASTERSCHEMA.CATALOG_TABLE_5'];;CATALOG_COLUMN_5;CATALOG_CODE_5;GL_DOL_t_nm7r_lead_3.5_005;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Monthly;;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_5: Columna del catálogo local 
CATALOG_CODE_5: Filtrado del catálogo local
CATALOG_TABLE_5: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_5
GL_DOL_t_nm7r_lead_3.5_006;{'gf_lead_type'};t_nm7r_lead;;['MASTERSCHEMA.CATALOG_TABLE_6'];;CATALOG_COLUMN_6;CATALOG_CODE_6;GL_DOL_t_nm7r_lead_3.5_006;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Monthly;;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_6: Columna del catálogo local 
CATALOG_CODE_6: Filtrado del catálogo local
CATALOG_TABLE_6: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_6
GL_DOL_t_re4m_autom_resolution_3.5_000;{'gf_model_response_type'};t_re4m_autom_resolution;;['MASTERSCHEMA.CATALOG_TABLE_0'];;CATALOG_COLUMN_0;CATALOG_CODE_0;GL_DOL_t_re4m_autom_resolution_3.5_000;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;;2Q24;Jul_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_0
GL_DOL_t_re4m_autom_resolution_3.5_001;{'gf_manager_response_type'};t_re4m_autom_resolution;;['MASTERSCHEMA.CATALOG_TABLE_1'];;CATALOG_COLUMN_1;CATALOG_CODE_1;GL_DOL_t_re4m_autom_resolution_3.5_001;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;;2Q24;Jul_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_1
GL_DOL_t_re4m_autom_resolution_3.5_002;{'gf_auai_rs_mdtfdk_cnv_ind_type'};t_re4m_autom_resolution;gf_auai_rs_mdtfdk_cnv_ind_type is not null and gf_auai_rs_mdtfdk_cnv_ind_type != '';['MASTERSCHEMA.CATALOG_TABLE_2'];;CATALOG_COLUMN_2;CATALOG_CODE_2;GL_DOL_t_re4m_autom_resolution_3.5_002;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jul_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_2
27b9a3fed1;{'gf_tr_reason_type'};t_re4m_conversation_transfer;gf_tr_reason_type is not null and gf_tr_reason_type != '';['MASTERSCHEMA.CATALOG_TABLE_0'];;CATALOG_COLUMN_0;CATALOG_CODE_0;27b9a3fed1;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jul_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_0
27b91e7d83;{'gf_ivr_abndn_momnt_catg_type'};t_re4m_interaction_call;gf_ivr_abndn_momnt_catg_type is not null and gf_ivr_abndn_momnt_catg_type != '';['MASTERSCHEMA.CATALOG_TABLE_1'];;CATALOG_COLUMN_1;CATALOG_CODE_1;27b91e7d83;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_1
27b91e7e1d;{'gf_service_attended_type'};t_re4m_interaction_call;gf_service_attended_type is not null and gf_service_attended_type != '';['MASTERSCHEMA.CATALOG_TABLE_2'];;CATALOG_COLUMN_2;CATALOG_CODE_2;27b91e7e1d;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_2
27b91e861c;{'gf_int_service_flow_ars'};t_re4m_interaction_call;gf_int_service_flow_ars is not null and gf_int_service_flow_ars != '';['MASTERSCHEMA.CATALOG_TABLE_3'];;CATALOG_COLUMN_3;CATALOG_CODE_3;27b91e861c;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_3: Columna del catálogo local 
CATALOG_CODE_3: Filtrado del catálogo local
CATALOG_TABLE_3: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_3
27b91e7f9d;{'gf_status_self_serv_exec_type'};t_re4m_interaction_call;gf_status_self_serv_exec_type is not null and gf_status_self_serv_exec_type != '';['MASTERSCHEMA.CATALOG_TABLE_4'];;CATALOG_COLUMN_4;CATALOG_CODE_4;27b91e7f9d;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_4: Columna del catálogo local 
CATALOG_CODE_4: Filtrado del catálogo local
CATALOG_TABLE_4: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_4
27b91e7feb;{'gf_self_serv_flow_type'};t_re4m_interaction_call;gf_self_serv_flow_type is not null and gf_self_serv_flow_type != '';['MASTERSCHEMA.CATALOG_TABLE_5'];;CATALOG_COLUMN_5;CATALOG_CODE_5;27b91e7feb;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_5: Columna del catálogo local 
CATALOG_CODE_5: Filtrado del catálogo local
CATALOG_TABLE_5: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_5
27b9a441e3;{'gf_tr_reason_type'};t_re4m_message_transfer;gf_tr_reason_type is not null and gf_tr_reason_type != '';['MASTERSCHEMA.CATALOG_TABLE_0'];;CATALOG_COLUMN_0;CATALOG_CODE_0;27b9a441e3;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jul_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_0
GL_DOM_t_re4m_messages_insights_3.5_001;{'g_facet_value_id'};t_re4m_messages_insights;;['/data/master/p68x/data/t_p68x_insights_relations'];;g_facet_value_id;;GL_DOM_t_re4m_messages_insights_3.5_001;t_p68x_insights_relations;Daily;;1Q23;Mar_2023;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/p68x/data/t_p68x_insights_relations
2786a95653;{'gf_int_participant_type'};t_re4m_phone_convers_particip;;['MASTERSCHEMA.CATALOG_TABLE_0'];;CATALOG_COLUMN_0;CATALOG_CODE_0;2786a95653;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;;2Q24;Jul_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_0
2786a8dc57;{'gf_participant_origin_type'};t_re4m_phrase_transcription;gf_participant_origin_type is not null and gf_participant_origin_type != '';['MASTERSCHEMA.CATALOG_TABLE_0'];;CATALOG_COLUMN_0;CATALOG_CODE_0;2786a8dc57;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jul_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_0
277831f048;{'gf_message_origin_type'};t_re4m_physical_interaction_acti;gf_message_origin_type is not null and gf_message_origin_type != '';['MASTERSCHEMA.CATALOG_TABLE_1'];;CATALOG_COLUMN_1;CATALOG_CODE_1;277831f048;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_1
27b91e8234;{'gf_msg_not_show_cust_rqst_type'};t_re4m_physical_interaction_acti;gf_msg_not_show_cust_rqst_type is not null and gf_msg_not_show_cust_rqst_type != '';['MASTERSCHEMA.CATALOG_TABLE_2'];;CATALOG_COLUMN_2;CATALOG_CODE_2;27b91e8234;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_2
27b91e82e5;{'gf_interaction_substatus_type'};t_re4m_physical_interaction_acti;gf_interaction_substatus_type is not null and gf_interaction_substatus_type != '';['MASTERSCHEMA.CATALOG_TABLE_3'];;CATALOG_COLUMN_3;CATALOG_CODE_3;27b91e82e5;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_3: Columna del catálogo local 
CATALOG_CODE_3: Filtrado del catálogo local
CATALOG_TABLE_3: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_3
27b91e8428;{'gf_dig_repo_item_msg_type'};t_re4m_physical_interaction_acti;gf_dig_repo_item_msg_type is not null and gf_dig_repo_item_msg_type != '';['MASTERSCHEMA.CATALOG_TABLE_4'];;CATALOG_COLUMN_4;CATALOG_CODE_4;27b91e8428;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_4: Columna del catálogo local 
CATALOG_CODE_4: Filtrado del catálogo local
CATALOG_TABLE_4: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_4
27b91e8571;{'gf_convr_message_readed_type'};t_re4m_physical_interaction_acti;gf_convr_message_readed_type is not null and gf_convr_message_readed_type != '';['MASTERSCHEMA.CATALOG_TABLE_5'];;CATALOG_COLUMN_5;CATALOG_CODE_5;27b91e8571;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_5: Columna del catálogo local 
CATALOG_CODE_5: Filtrado del catálogo local
CATALOG_TABLE_5: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_5
27b933b57e;{'gf_tr_reason_type'};t_re4m_physical_interaction_acti;gf_tr_reason_type is not null and gf_tr_reason_type != '';['MASTERSCHEMA.CATALOG_TABLE_6'];;CATALOG_COLUMN_6;CATALOG_CODE_6;27b933b57e;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_6: Columna del catálogo local 
CATALOG_CODE_6: Filtrado del catálogo local
CATALOG_TABLE_6: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_6
GL_DOL_t_re4m_physical_interaction_3.5_001;{'gf_status_type'};t_re4m_physical_interaction;;['MASTERSCHEMA.CATALOG_TABLE_1'];;CATALOG_COLUMN_1;CATALOG_CODE_1;GL_DOL_t_re4m_physical_interaction_3.5_001;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_1
27b91e828f;{'gf_interaction_substatus_type'};t_re4m_physical_interaction;gf_interaction_substatus_type is not null and gf_interaction_substatus_type != '';['MASTERSCHEMA.CATALOG_TABLE_2'];;CATALOG_COLUMN_2;CATALOG_CODE_2;27b91e828f;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_2
27b91e83dd;{'gf_disclosure_info_type'};t_re4m_physical_interaction;gf_disclosure_info_type is not null and gf_disclosure_info_type != '';['MASTERSCHEMA.CATALOG_TABLE_3'];;CATALOG_COLUMN_3;CATALOG_CODE_3;27b91e83dd;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_3: Columna del catálogo local 
CATALOG_CODE_3: Filtrado del catálogo local
CATALOG_TABLE_3: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_3
27b91e8483;{'gf_pg_convr_not_show_cst_type'};t_re4m_physical_interaction;gf_pg_convr_not_show_cst_type is not null and gf_pg_convr_not_show_cst_type != '';['MASTERSCHEMA.CATALOG_TABLE_4'];;CATALOG_COLUMN_4;CATALOG_CODE_4;27b91e8483;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_4: Columna del catálogo local 
CATALOG_CODE_4: Filtrado del catálogo local
CATALOG_TABLE_4: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_4
27b91e84d2;{'gf_interaction_purpose_type'};t_re4m_physical_interaction;gf_interaction_purpose_type is not null and gf_interaction_purpose_type != '';['MASTERSCHEMA.CATALOG_TABLE_5'];;CATALOG_COLUMN_5;CATALOG_CODE_5;27b91e84d2;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_5: Columna del catálogo local 
CATALOG_CODE_5: Filtrado del catálogo local
CATALOG_TABLE_5: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_5
27b91e85c9;{'gf_conversation_creation_type'};t_re4m_physical_interaction;gf_conversation_creation_type is not null and gf_conversation_creation_type != '';['MASTERSCHEMA.CATALOG_TABLE_6'];;CATALOG_COLUMN_6;CATALOG_CODE_6;27b91e85c9;LOCAL: La definición del catálogo a usar dependerá del equipo de Gobierno local;Daily;Distinto de Null o vacío;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_6: Columna del catálogo local 
CATALOG_CODE_6: Filtrado del catálogo local
CATALOG_TABLE_6: Nombre de tabla local";MASTERSCHEMA.CATALOG_TABLE_6
