uuaa,job,conf,run_id,status,CUTOFF_DATE,configUrl,run_createdAt,status_updatedAt,run_createdBy,id_ns
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,fc52b5d3-d4e0-4625-bace-d8620a85f469,SUCCESS,2023-12-15,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-master_MRField.conf,2023-12-16 00:35:53.876000+00:00,2023-12-16,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,dff70e1c-260e-484e-98a4-075f60e576cf,SUCCESS,2023-12-13,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-master_MRField.conf,2023-12-14 00:32:39.596000+00:00,2023-12-14,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,2cfd79d6-4526-451a-9df8-cce3dfe5ef11,SUCCESS,2023-12-12,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-master_MRField.conf,2023-12-13 00:45:41.867000+00:00,2023-12-13,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,8eb86d30-36ee-4bec-b49d-9303eb4fca71,SUCCESS,2023-12-11,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-master_MRField.conf,2023-12-12 00:42:40.489000+00:00,2023-12-12,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,5de274c7-c59c-440c-89ac-272b1cc36ae1,SUCCESS,2023-12-10,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-master_MRField.conf,2023-12-11 00:37:07.168000+00:00,2023-12-11,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,d82422b3-2eaa-42bb-8c39-c35447dab5f9,SUCCESS,2023-12-09,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-master_MRField.conf,2023-12-10 00:34:56.683000+00:00,2023-12-10,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,4e317797-914e-44f8-846a-7079ed7b8853,SUCCESS,2023-12-08,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-master_MRField.conf,2023-12-09 00:39:11.266000+00:00,2023-12-09,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,62910956-82fe-4b5c-8e31-206e88187215,SUCCESS,2023-12-07,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-master_MRField.conf,2023-12-08 00:53:11.610000+00:00,2023-12-08,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,0af25001-6007-4558-8aba-c4850365c625,SUCCESS,2023-12-06,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-master_MRField.conf,2023-12-07 00:40:52.486000+00:00,2023-12-07,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,7c0d211f-ebcf-4039-87f0-7d518746ba9d,SUCCESS,2023-12-05,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-master_MRField.conf,2023-12-06 00:40:47.762000+00:00,2023-12-06,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,fbe261ee-be92-4005-ad80-d731842c3980,SUCCESS,2023-12-25,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-26 00:38:27.092000+00:00,2023-12-26,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,29a52038-9ae9-4d2a-a633-0966cdefa56b,SUCCESS,2023-12-24,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-25 00:40:36.545000+00:00,2023-12-25,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,f83e2f4f-5e15-46bd-80c5-ee3da025a933,SUCCESS,2023-12-23,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-24 00:38:35.364000+00:00,2023-12-24,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,87618939-30a7-4088-8699-5b81460da1cf,SUCCESS,2023-12-22,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-23 00:50:52.059000+00:00,2023-12-23,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,36735137-b083-419d-9dc1-4147faaf24af,SUCCESS,2023-12-21,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-22 00:46:30.623000+00:00,2023-12-22,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,c5e1ea50-f14e-4c5c-aeab-1f7d37b0560f,SUCCESS,2023-12-20,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-21 00:59:25.092000+00:00,2023-12-21,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,3ff6cc8e-d12e-4190-8d47-428eab80fc80,SUCCESS,2023-12-19,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-20 00:47:59.579000+00:00,2023-12-20,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,107fbcb3-dfd4-4a1c-b072-a6ca93bbd8ba,SUCCESS,2023-12-18,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-19 05:19:43.424000+00:00,2023-12-19,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,95478dfe-04a3-4597-b613-44e1957ce3c8,SUCCESS,2023-12-17,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-18 00:43:04.290000+00:00,2023-12-18,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,068e7281-2464-4b41-b83e-06d02d40f9ed,SUCCESS,2023-12-16,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-17 00:41:06.043000+00:00,2023-12-17,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,712b5cc5-eb3c-41f6-8696-6874fad8d9f7,SUCCESS,2023-12-15,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-16 00:48:38.512000+00:00,2023-12-16,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,f818f98c-701d-4e71-8a2e-0eb52fb06fd6,SUCCESS,2023-12-13,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-14 00:46:12.552000+00:00,2023-12-14,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,21d9ac86-13aa-40da-bac7-ca860d45e58f,SUCCESS,2023-12-12,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-13 01:07:06.727000+00:00,2023-12-13,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,f04efa30-6c8e-4bbf-bc77-3a9911c85ff5,SUCCESS,2023-12-11,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-12 00:53:59.799000+00:00,2023-12-12,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,84ebcf0f-d964-4f2c-9b56-2a8a3701cd1f,SUCCESS,2023-12-10,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-11 00:46:40.806000+00:00,2023-12-11,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,f45facf1-46f4-462e-ba12-b59f701cb55e,SUCCESS,2023-12-09,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-10 00:44:54.082000+00:00,2023-12-10,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,5ada241a-7571-4069-8c5c-3f30339f79d1,SUCCESS,2023-12-08,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-09 00:50:27.360000+00:00,2023-12-09,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,bbff9044-c1e2-4073-aabf-f52012a02ded,SUCCESS,2023-12-07,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-08 01:07:17.677000+00:00,2023-12-08,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,0ed89eda-9a46-4f64-b4d9-407806fafe2b,SUCCESS,2023-12-06,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-07 00:54:25.600000+00:00,2023-12-07,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
scat,scat-gl-qlt-inmmvpsusthierarch-01,SCAT_sustainability-hierarch_MRField.conf,f39b3fc8-6d0e-47d8-97a0-7e61bf18b452,SUCCESS,2023-12-05,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/SCAT/SCAT_sustainability-hierarch_MRField.conf,2023-12-06 00:53:21.723000+00:00,2023-12-06,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro
rzua,rzua-gl-spk-qlt-inmstrsustsplproject-01,RZUA_sust-spl-project_MRObject.conf,2acc83e9-4302-427f-a566-82574751b343,SUCCESS,2023-04-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/RZUA/RZUA_sust-spl-project_MRObject.conf,2023-12-13 14:09:19.823000+00:00,2023-12-13,SENTRY-BOT@DATAPROC.ECS,gl.rzua.app-id-19546.pro
rzua,rzua-gl-spk-qlt-inmstrsustsplproject-01,RZUA_sust-spl-project_MRObject.conf,2eefff92-5c05-4fc1-ae96-042764d1cee2,SUCCESS,2023-05-24,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/RZUA/RZUA_sust-spl-project_MRObject.conf,2023-05-24 17:53:06.154000+00:00,2023-05-24,SENTRY-BOT@DATAPROC.ECS,gl.rzua.app-id-19546.pro
rzua,rzua-gl-spk-qlt-inmstrsustsplproject-01,RZUA_sust-spl-project_MRObject.conf,a8264c76-7647-4331-b560-5f6faa976e6a,SUCCESS,,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/8.0.2/entregable_hammurabi/RZUA/RZUA_sust-spl-project_MRObject.conf,2023-03-14 15:40:58.995000+00:00,2023-03-14,XE88402,gl.rzua.app-id-19546.pro
rzua,rzua-gl-spk-qlt-inmstrsustsplproject-01,RZUA_sust-spl-project_MRObject.conf,18f0d6b9-32e1-4f84-94d2-0b4bb86243a1,SUCCESS,,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/8.0.2/entregable_hammurabi/RZUA/RZUA_sust-spl-project_MRObject.conf,2023-03-14 08:24:12.306000+00:00,2023-03-14,XE88402,gl.rzua.app-id-19546.pro
rzua,rzua-gl-spk-qlt-inmstrsustoperationscib-01,RZUA_sust-operations-cib_MRObject.conf,04da1be0-b1ee-400b-966a-0b73db88b0a5,SUCCESS,2023-11-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/RZUA/RZUA_sust-operations-cib_MRObject.conf,2023-12-01 15:01:44.910000+00:00,2023-12-01,SENTRY-BOT@DATAPROC.ECS,gl.rzua.app-id-19546.pro
rzua,rzua-gl-spk-qlt-inmstrsustoperationscib-01,RZUA_sust-operations-cib_MRObject.conf,38536ddd-b1d6-4d78-83d0-e234c6cf562a,SUCCESS,2023-10-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/RZUA/RZUA_sust-operations-cib_MRObject.conf,2023-11-01 07:56:17.216000+00:00,2023-11-01,SENTRY-BOT@DATAPROC.ECS,gl.rzua.app-id-19546.pro
rzua,rzua-gl-spk-qlt-inmstrsustoperationscib-01,RZUA_sust-operations-cib_MRObject.conf,1147bdde-b22d-49a7-9110-ba6458419751,SUCCESS,2023-07-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/RZUA/RZUA_sust-operations-cib_MRObject.conf,2023-08-01 12:58:59.911000+00:00,2023-08-01,SENTRY-BOT@DATAPROC.ECS,gl.rzua.app-id-19546.pro
rzua,rzua-gl-spk-qlt-inmstrsustoperationscib-01,RZUA_sust-operations-cib_MRObject.conf,ba8d2ccb-2097-46c4-9b88-2d09ff50d06f,SUCCESS,2023-06-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/RZUA/RZUA_sust-operations-cib_MRObject.conf,2023-07-01 13:07:44.164000+00:00,2023-07-01,SENTRY-BOT@DATAPROC.ECS,gl.rzua.app-id-19546.pro
rzua,rzua-gl-spk-qlt-inmstrsustoperationscib-01,RZUA_sust-operations-cib_MRObject.conf,2c3f81cb-ec18-4069-83e9-8ef5a8e6d1ca,SUCCESS,2023-05-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/RZUA/RZUA_sust-operations-cib_MRObject.conf,2023-06-01 11:44:34.618000+00:00,2023-06-01,SENTRY-BOT@DATAPROC.ECS,gl.rzua.app-id-19546.pro
rzua,rzua-gl-spk-qlt-inmstrsustoperationscib-01,RZUA_sust-operations-cib_MRObject.conf,04f5f56e-c4dd-4d19-9b40-f3d754fd9707,SUCCESS,,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/8.0.2/entregable_hammurabi/RZUA/RZUA_sust-operations-cib_MRObject.conf,2023-03-14 08:23:59.706000+00:00,2023-03-14,XE88402,gl.rzua.app-id-19546.pro
rzua,rzua-gl-spk-qlt-inmstrcntrctoutputemissions-01,RZUA_contract-output-emissions_MRObject.conf,d2fa3496-c390-4206-957a-3981ae0fa9c9,SUCCESS,2023-11-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/RZUA/RZUA_contract-output-emissions_MRObject.conf,2023-12-20 09:43:03.820000+00:00,2023-12-20,SENTRY-BOT@DATAPROC.ECS,gl.rzua.app-id-19546.pro
rzua,rzua-gl-spk-qlt-inmstrcntrctoutputemissions-01,RZUA_contract-output-emissions_MRObject.conf,ca9bd5bf-47e6-4420-92c5-f27d465e0bc6,SUCCESS,2023-06-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/RZUA/RZUA_contract-output-emissions_MRObject.conf,2023-12-18 09:18:18.776000+00:00,2023-12-18,SENTRY-BOT@DATAPROC.ECS,gl.rzua.app-id-19546.pro
rzua,rzua-gl-spk-qlt-inmmvpsustsplproject-01,RZUA_sust-spl-project_MRField.conf,bdb18f66-5600-4509-833f-a2a6e31eb7e6,FAILURE,2023-12-21,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/RZUA/RZUA_sust-spl-project_MRField.conf,2023-12-21 18:51:30.870000+00:00,2023-12-21,SENTRY-BOT@DATAPROC.ECS,gl.rzua.app-id-19546.pro
