,uuaa,job,conf,run_id,status,CUTOFF_DATE,configUrl,run_createdAt,status_updatedAt,run_createdBy,id_ns
10,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrobject-01,B0HN_sust-group-mark_MRObject.conf,1af0d14c-d9ac-4dee-b38f-b6390429452b,SUCCESS,2023-04-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRObject.conf,2023-05-24T10:04:57.203Z,2023-05-24T11:16:49.150Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
11,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrobject-01,B0HN_sust-group-mark_MRObject.conf,59d020ed-589f-41c7-a199-59386685c973,SUCCESS,2023-04-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRObject.conf,2023-05-02T08:02:28.366Z,2023-05-02T08:11:06.827Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
12,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrobject-01,B0HN_sust-group-mark_MRObject.conf,f6b7f578-1a05-40fa-9227-968c866b1184,SUCCESS,2023-03-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRObject.conf,2023-04-26T10:13:14.343Z,2023-04-26T11:16:42.294Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
13,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrobject-01,B0HN_sust-group-mark_MRObject.conf,eab2f7ab-423d-40d6-8800-545525f79316,SUCCESS,2023-03-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/8.0.1/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRObject.conf,2023-04-04T08:15:09.156Z,2023-04-04T08:19:38.884Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
14,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrobject-01,B0HN_sust-group-mark_MRObject.conf,5ef73b8c-aa6a-45eb-a3a1-98fb787e5aa5,SUCCESS,2023-02-28,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/8.0.1/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRObject.conf,2023-03-07T11:05:38.906Z,2023-03-07T14:47:09.628Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
15,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrobject-01,B0HN_sust-group-mark_MRObject.conf,3304ef75-df06-498b-8c2b-4109e7ddab3c,SUCCESS,2023-01-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/8.0.1/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRObject.conf,2023-02-07T09:35:05.123Z,2023-02-07T10:32:29.919Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
16,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrobject-01,B0HN_sust-group-mark_MRObject.conf,5b43cab6-8631-4970-a54e-1674f81b9378,SUCCESS,,https://artifactory-estigia.live.es.ether.igrupobbva/artifactory/spark-global-libs-release-local/com/datiobd/c360-hammurabi/7.0.6/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRObject.conf,2023-01-16T10:30:11.960Z,2023-01-16T10:33:39.001Z,XE88402,gl.b0hn.app-id-23103.pro
17,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrobject-01,B0HN_sust-group-mark_MRObject.conf,62e51b1b-b2ba-4bdd-95d7-b9df656043fc,SUCCESS,2022-12-31,https://artifactory-estigia.live.es.ether.igrupobbva/artifactory/spark-global-libs-release-local/com/datiobd/c360-hammurabi/7.0.6/entregable_hammurabi/B0HN/B0HN_sust-groups-fdbk_MRField.conf,2023-01-03T09:23:11.629Z,2023-01-03T09:36:48.877Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
18,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,fe0c7d3f-93fc-4f5a-9422-40367c49a7b0,SUCCESS,2023-11-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-12-01T20:24:42.114Z,2023-12-01T20:27:49.659Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
19,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,342928a7-681a-403b-ad24-d43b797466ae,SUCCESS,2023-10-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-11-10T14:21:45.648Z,2023-11-10T15:40:42.308Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
20,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,ab2c6435-f92a-4eec-8703-63f8fd64e33c,SUCCESS,2023-10-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-11-01T15:29:46.458Z,2023-11-01T15:33:15.640Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
21,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,c29a3b37-4b3b-4e40-9f59-1da109043947,SUCCESS,2023-09-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-10-03T08:53:05.152Z,2023-10-03T09:38:42.135Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
22,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,01b5fa71-6803-4dc9-aad7-3a06a9a45437,SUCCESS,2022-10-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-09-21T16:52:43.350Z,2023-09-21T17:10:57.274Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
23,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,f9d2e8a4-6cb1-4567-8a23-afc68a4cd2f0,SUCCESS,2023-08-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-09-01T14:32:50.592Z,2023-09-01T14:40:02.524Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
24,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,fc96a9e7-8ecd-4721-8039-ff83cf8e02d5,SUCCESS,2023-07-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-08-02T13:07:44.617Z,2023-08-02T13:47:39.672Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
25,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,51a6a984-3fec-40c7-bf85-10c6ae9a083d,SUCCESS,2023-06-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-07-04T09:05:11.008Z,2023-07-04T10:54:27.745Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
26,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,23bfb304-90f6-4dc0-970e-15d23824f340,SUCCESS,2023-05-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-06-06T09:01:11.153Z,2023-06-06T10:29:10.939Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
27,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,dbb6c1c4-26f6-42dd-9237-2628ed4e8e8e,SUCCESS,2023-04-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-05-26T14:13:17.669Z,2023-05-26T14:28:19.121Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
28,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,6787b83d-b131-4eab-b6ca-8bec79e64b14,SUCCESS,2023-04-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-05-24T10:04:57.215Z,2023-05-24T11:19:59.578Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
29,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,2e14c04f-c4b1-4a78-ac8c-2a66f46ac8fe,SUCCESS,2023-04-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-05-02T08:02:28.383Z,2023-05-02T08:13:15.728Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
30,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,2bb124b6-dd5a-45df-9927-344a80aa923c,SUCCESS,2023-03-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-04-26T10:13:14.328Z,2023-04-26T11:18:32.449Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
31,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,a3667af7-26cd-4a0f-957b-f1648b2a2ad2,SUCCESS,,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-04-05T10:32:38.983Z,2023-04-05T10:59:28.975Z,XE88402,gl.b0hn.app-id-23103.pro
32,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,449595af-c605-4b66-8fa1-e62284b3a7c9,FAILURE,2023-03-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/8.0.1/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-04-04T08:15:09.225Z,2023-04-04T08:19:44.790Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
33,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,52ea73b0-8282-4142-8fb6-0e5cdcb8b4da,SUCCESS,,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/8.0.1/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-03-28T08:36:15.592Z,2023-03-28T09:20:12.169Z,XE88402,gl.b0hn.app-id-23103.pro
34,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,d486400a-13c8-400c-8dd1-755335441a1b,SUCCESS,2023-02-28,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/7.0.5/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-03-07T11:05:38.914Z,2023-03-07T14:50:29.648Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
35,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,3d59819f-8fa7-48b4-b5c9-bf066e6af646,FAILURE,,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/8.0.1/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-02-20T12:38:40.806Z,2023-02-20T12:59:44.320Z,XE88402,gl.b0hn.app-id-23103.pro
36,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,55404d36-890e-45de-befe-6947947995d1,SUCCESS,2023-01-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/7.0.5/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-02-08T12:00:35.998Z,2023-02-08T14:05:08.634Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
37,b0hn,b0hn-gl-spk-qlt-inmgrpmarkmrfield-01,B0HN_sust-group-mark_MRField.conf,d223784b-f42d-448b-b533-75789777a335,FAILURE,,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/8.0.1/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,2023-02-07T15:19:43.427Z,2023-02-07T16:23:58.493Z,XE88402,gl.b0hn.app-id-23103.pro
38,b0hn,b0hn-gl-spk-qlt-inmmmrule-01,B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,3375c7b2-58e9-40dc-ac7a-e8f16710e2b8,SUCCESS,2023-11-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/B0HN/B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,2023-12-01T20:24:42.980Z,2023-12-01T20:26:28.541Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
39,b0hn,b0hn-gl-spk-qlt-inmmmrule-01,B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,2d11abd8-a87a-440e-b509-50e348eb479d,SUCCESS,2023-10-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/B0HN/B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,2023-11-10T14:21:45.678Z,2023-11-10T15:39:08.971Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
40,b0hn,b0hn-gl-spk-qlt-inmmmrule-01,B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,fb47e126-5a94-4a4d-9db4-70c13abb7e51,SUCCESS,2023-10-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.4/entregable_hammurabi/B0HN/B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,2023-11-01T15:29:46.465Z,2023-11-01T15:31:54.713Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
41,b0hn,b0hn-gl-spk-qlt-inmmmrule-01,B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,bf9c3807-0742-4e42-a8df-9ebf106c0a9a,SUCCESS,2023-09-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,2023-10-03T08:53:05.172Z,2023-10-03T09:34:52.252Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
42,b0hn,b0hn-gl-spk-qlt-inmmmrule-01,B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,ce65d9e1-b17a-4b2a-9009-d6b7d0f248f7,FAILURE,2022-10-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,2023-09-21T16:52:43.349Z,2023-09-21T17:09:04.023Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
43,b0hn,b0hn-gl-spk-qlt-inmmmrule-01,B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,04b3e255-b807-4e0b-a899-6db3f8e93e5f,SUCCESS,2023-08-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,2023-09-01T14:32:50.620Z,2023-09-01T14:38:47.698Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
44,b0hn,b0hn-gl-spk-qlt-inmmmrule-01,B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,b4f3c5cc-fdcb-479b-a7fc-08689cb97595,SUCCESS,2023-07-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,2023-08-02T13:07:44.594Z,2023-08-02T13:46:18.144Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
45,b0hn,b0hn-gl-spk-qlt-inmmmrule-01,B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,07ad37f5-2dbf-4453-a2ca-f213933acfcb,FAILURE,2023-06-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,2023-07-04T09:05:11.012Z,2023-07-04T10:52:07.918Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
46,b0hn,b0hn-gl-spk-qlt-inmmmrule-01,B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,1442700b-a54b-483d-871f-765b8326f02b,SUCCESS,2023-05-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,2023-06-06T09:01:11.143Z,2023-06-06T10:27:20.877Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
47,b0hn,b0hn-gl-spk-qlt-inmmmrule-01,B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,9b4dc089-081e-4f33-b3d2-97817654d37a,SUCCESS,2023-04-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,2023-05-26T14:13:17.585Z,2023-05-26T14:26:09.312Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
48,b0hn,b0hn-gl-spk-qlt-inmmmrule-01,B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,da490e7c-8f84-4168-aa53-c93e9f1e5c7c,SUCCESS,2023-04-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,2023-05-24T10:04:57.228Z,2023-05-24T11:18:09.227Z,SENTRY-BOT@DATAPROC.ECS,gl.b0hn.app-id-23103.pro
